2,3,0.4,500
1,5,0.16666666666666666,500
3,3,0.5,500
2,4,0.3333333333333333,500
3,2,0.6,500
2,3,0.4,500
3,2,0.6,500
3,2,0.6,500
3,3,0.5,500
3,2,0.6,500
5,1,0.8333333333333334,500
2,4,0.3333333333333333,500
3,3,0.5,500
4,1,0.8,500
4,2,0.6666666666666666,500
3,2,0.6,500
2,3,0.4,500
3,3,0.5,500
1,4,0.2,500
2,4,0.3333333333333333,500
4,2,0.6666666666666666,500
3,3,0.5,500
1,4,0.2,500
3,2,0.6,500
4,2,0.6666666666666666,500
1,4,0.2,500
3,2,0.6,500
1,4,0.2,500
3,2,0.6,500
3,3,0.5,500
2,3,0.4,500
3,3,0.5,500
4,2,0.6666666666666666,500
4,2,0.6666666666666666,500
2,4,0.3333333333333333,500
2,4,0.3333333333333333,500
5,0,1.0,500
2,3,0.4,500
2,4,0.3333333333333333,500
4,2,0.6666666666666666,500
3,3,0.5,500
3,2,0.6,500
4,2,0.6666666666666666,500
5,0,1.0,500
3,3,0.5,500
4,1,0.8,500
4,2,0.6666666666666666,500
2,4,0.3333333333333333,500
6,0,1.0,500
4,1,0.8,500
4,3,0.5714285714285714,400
5,2,0.7142857142857143,400
4,4,0.5,400
5,2,0.7142857142857143,400
3,4,0.42857142857142855,400
4,3,0.5714285714285714,400
3,4,0.42857142857142855,400
3,4,0.42857142857142855,400
2,5,0.2857142857142857,400
5,2,0.7142857142857143,400
5,3,0.625,400
6,0,1.0,400
6,2,0.75,400
3,5,0.375,400
4,3,0.5714285714285714,400
2,5,0.2857142857142857,400
2,5,0.2857142857142857,400
3,5,0.375,400
4,4,0.5,400
4,2,0.6666666666666666,400
4,3,0.5714285714285714,400
5,2,0.7142857142857143,400
5,2,0.7142857142857143,400
3,5,0.375,400
4,3,0.5714285714285714,400
5,2,0.7142857142857143,400
3,4,0.42857142857142855,400
5,2,0.7142857142857143,400
3,3,0.5,400
7,1,0.875,400
3,5,0.375,400
4,3,0.5714285714285714,400
4,3,0.5714285714285714,400
4,3,0.5714285714285714,400
5,2,0.7142857142857143,400
3,5,0.375,400
4,3,0.5714285714285714,400
4,3,0.5714285714285714,400
4,3,0.5714285714285714,400
1,6,0.14285714285714285,400
4,3,0.5714285714285714,400
3,4,0.42857142857142855,400
4,4,0.5,400
5,3,0.625,400
4,4,0.5,400
2,5,0.2857142857142857,400
3,4,0.42857142857142855,400
5,2,0.7142857142857143,400
4,3,0.5714285714285714,400
4,3,0.5714285714285714,400
4,6,0.4,300
4,5,0.4444444444444444,300
5,4,0.5555555555555556,300
5,5,0.5,300
8,2,0.8,300
5,4,0.5555555555555556,300
6,3,0.6666666666666666,300
4,5,0.4444444444444444,300
7,2,0.7777777777777778,300
4,7,0.36363636363636365,300
4,7,0.36363636363636365,300
5,5,0.5,300
6,4,0.6,300
6,4,0.6,300
7,3,0.7,300
3,6,0.3333333333333333,300
3,6,0.3333333333333333,300
4,6,0.4,300
5,5,0.5,300
5,5,0.5,300
6,4,0.6,300
6,4,0.6,300
5,4,0.5555555555555556,300
5,5,0.5,300
7,3,0.7,300
6,4,0.6,300
4,7,0.36363636363636365,300
5,4,0.5555555555555556,300
3,7,0.3,300
5,5,0.5,300
6,4,0.6,300
3,7,0.3,300
5,4,0.5555555555555556,300
4,5,0.4444444444444444,300
7,2,0.7777777777777778,300
7,3,0.7,300
5,4,0.5555555555555556,300
6,4,0.6,300
6,4,0.6,300
5,5,0.5,300
3,7,0.3,300
7,3,0.7,300
5,5,0.5,300
7,3,0.7,300
4,6,0.4,300
3,7,0.3,300
5,5,0.5,300
7,3,0.7,300
7,3,0.7,300
7,3,0.7,300
8,7,0.5333333333333333,200
10,5,0.6666666666666666,200
6,8,0.42857142857142855,200
